ts_event,main_option_value,main_option_greeks,other_options_total_value,other_options_total_greeks,all_options_total_greeks,remaining_delta,future_value,futures_position,total_portfolio_value
2023-12-06,[6.65],"[[4.40230921e-01]
 [1.67844270e-04]
 [1.27577275e+03]]",-46.00053437489816,[-4.45426774e-01 -1.67844270e-04 -1.27577275e+03],[-5.19585245e-03 -2.40118255e-14 -4.54747351e-13],[-0.00519585],[4653.52777778],[24.17904372],[-15.17149065]
2023-12-07,[19.14962231],"[[4.38018973e-01]
 [1.64980163e-04]
 [1.26291943e+03]]",-52.64193582397702,[-4.39743182e-01 -1.64980163e-04 -1.26291943e+03],[-1.72420943e-03  1.23636724e-14 -4.54747351e-13],[-0.00172421],[4686.],[8.07964541],[-25.41266811]
2023-12-08,[8.62569541],"[[4.48822737e-01]
 [1.67155346e-04]
 [1.28733438e+03]]",-51.965308315972706,[-4.57404363e-01 -1.67155346e-04 -1.28733438e+03],[-8.58162593e-03  3.48096037e-13  4.54747351e-13],[-0.00858163],[4708.02777778],[40.40253324],[-2.93707966]
2023-12-11,[6.98235844],"[[4.51662410e-01]
 [1.68479354e-04]
 [1.28650952e+03]]",-51.000247768792185,[-4.60145866e-01 -1.68479354e-04 -1.28650952e+03],[-8.48345658e-03  1.87719767e-13  2.27373675e-13],[-0.00848346],[4720.13888889],[40.04309331],[-3.97479602]
2023-12-12,[6.65],"[[4.55525301e-01]
 [1.69181666e-04]
 [1.29317094e+03]]",-51.54027543688268,[-4.64093423e-01 -1.69181666e-04 -1.29317094e+03],[-8.56812260e-03  1.90020146e-13  9.09494702e-13],[-0.00856812],[4743.12037037],[40.63963683],[-4.2506386]
2023-12-13,[10.],"[[4.66549413e-01]
 [1.67669311e-04]
 [1.31017580e+03]]",-63.83436428292211,[-4.74952794e-01 -1.67669311e-04 -1.31017580e+03],[-8.40338137e-03 -2.71345853e-13 -9.09494702e-13],[-0.00840338],[4812.46296296],[40.4409616],[-13.39340269]
2023-12-14,[11.75],"[[4.66363280e-01]
 [1.67092940e-04]
 [1.30516335e+03]]",-65.17618430049708,[-4.74500126e-01 -1.67092940e-04 -1.30516335e+03],[-8.13684634e-03 -1.79981274e-13  1.13686838e-12],[-0.00813685],[4815.68518519],[39.18449039],[-14.24169391]
2023-12-15,[10.5],"[[4.66497382e-01]
 [1.67860511e-04]
 [1.30362614e+03]]",-62.99089020221334,[-4.75646315e-01 -1.67860511e-04 -1.30362614e+03],[-9.14893355e-03 -1.28410710e-13 -2.27373675e-13],[-0.00914893],[4814.51851852],[44.04771],[-8.44318021]
2023-12-18,[12.75],"[[4.68026104e-01]
 [1.68954215e-04]
 [1.29878915e+03]]",-68.91354707619972,[-4.75592746e-01 -1.68954216e-04 -1.29878915e+03],[-7.56664123e-03 -4.14812038e-13 -2.27373675e-13],[-0.00756664],[4836.98148148],[36.5997035],[-19.56384358]
2023-12-19,[16.5],"[[4.70099028e-01]
 [1.68587647e-04]
 [1.29874360e+03]]",-74.48003742202498,[-4.77274305e-01 -1.68587647e-04 -1.29874360e+03],[-7.17527768e-03 -8.10701061e-14 -1.13686838e-12],[-0.00717528],[4859.50925926],[34.8683283],[-23.11170912]
2023-12-20,[12.],"[[4.61969411e-01]
 [1.71166441e-04]
 [1.28406199e+03]]",-71.73493581698575,[-4.68824165e-01 -1.71166441e-04 -1.28406199e+03],[-6.85475406e-03 -1.70631765e-13 -2.27373675e-13],[-0.00685475],[4812.69444444],[32.98983676],[-26.74509906]
2023-12-21,[13.5],"[[4.66873409e-01]
 [1.69692211e-04]
 [1.28748111e+03]]",-69.60937295813515,[-4.74739760e-01 -1.69692210e-04 -1.28748111e+03],[-7.86635121e-03  4.13080811e-13  1.81898940e-12],[-0.00786635],[4836.10185185],[38.04247565],[-18.06689731]
2023-12-22,[17.],"[[4.68268729e-01]
 [1.69210922e-04]
 [1.28578187e+03]]",-71.88793788274832,[-4.76636103e-01 -1.69210922e-04 -1.28578187e+03],[-8.36737362e-03 -1.29839905e-13 -4.54747351e-13],[-0.00836737],[4853.05555556],[40.60732905],[-14.28060883]
2023-12-25,[7.84722313],"[[4.72378851e-01]
 [1.72549265e-04]
 [1.29006806e+03]]",-49.12124179788168,[-4.82261273e-01 -1.72549265e-04 -1.29006806e+03],[-9.88242207e-03  1.74979524e-13  2.27373675e-13],[-0.00988242],[4854.05555556],[47.96982577],[6.6958071]
2023-12-26,[18.94878917],"[[4.69949727e-01]
 [1.70794933e-04]
 [1.27799043e+03]]",-74.06089859619574,[-4.77105212e-01 -1.70794933e-04 -1.27799043e+03],[-7.15548419e-03  1.27156749e-13  6.82121026e-13],[-0.00715548],[4873.93518519],[34.87536617],[-20.23674326]
2023-12-27,[15.75],"[[4.73204153e-01]
 [1.71083900e-04]
 [1.28138183e+03]]",-72.75977364959415,[-4.80116378e-01 -1.71083900e-04 -1.28138183e+03],[-6.91222495e-03  9.92010293e-14  0.00000000e+00],[-0.00691222],[4881.44444444],[33.7416421],[-23.26813155]
2023-12-28,[15.5],"[[4.72761877e-01]
 [1.71116191e-04]
 [1.27697615e+03]]",-76.88616847751092,[-4.78606855e-01 -1.71116192e-04 -1.27697615e+03],[-5.84497785e-03 -1.23102266e-13  2.27373675e-13],[-0.00584498],[4877.86111111],[28.51099013],[-32.87517835]
2023-12-29,[13.],"[[4.70346161e-01]
 [1.71600975e-04]
 [1.26965791e+03]]",-71.4412106932289,[-4.76118687e-01 -1.71600975e-04 -1.26965791e+03],[-5.77252602e-03 -9.79666381e-14  6.82121026e-13],[-0.00577253],[4858.12962963],[28.04367972],[-30.39753098]
2024-01-01,[11.25946763],"[[4.73003968e-01]
 [1.73221185e-04]
 [1.26700786e+03]]",-48.79796770961034,[-4.78210288e-01 -1.73221186e-04 -1.26700786e+03],[-5.20631990e-03 -2.75157121e-13  9.09494702e-13],[-0.00520632],[4872.25],[25.36649214],[-12.17200794]
2024-01-02,[9.25],"[[4.62010649e-01]
 [1.76733424e-04]
 [1.24884588e+03]]",-61.74018466858247,[-4.68764562e-01 -1.76733424e-04 -1.24884588e+03],[-6.75391308e-03 -1.21388305e-13  0.00000000e+00],[-0.00675391],[4823.88888889],[32.58012628],[-19.91005839]
2024-01-03,[8.25],"[[4.55602267e-01]
 [1.78427277e-04]
 [1.23593862e+03]]",-59.311758084405696,[-4.61082236e-01 -1.78427277e-04 -1.23593862e+03],[-5.47996907e-03 -1.47714306e-13 -4.54747351e-13],[-0.00547997],[4794.2962963],[26.27259543],[-24.78916266]
2024-01-04,[7.65],"[[4.52792974e-01]
 [1.78834858e-04]
 [1.22756793e+03]]",-57.55367805568068,[-4.58164513e-01 -1.78834858e-04 -1.22756793e+03],[-5.37153909e-03 -4.63472847e-14  4.54747351e-13],[-0.00537154],[4778.2962963],[25.66680533],[-24.23687272]
2024-01-05,[7.45],"[[4.54731003e-01]
 [1.79780004e-04]
 [1.22951747e+03]]",-54.34065346926256,[-4.60371357e-01 -1.79780004e-04 -1.22951747e+03],[-5.64035422e-03 -1.30964060e-13  2.27373675e-13],[-0.00564035],[4792.07407407],[27.02899522],[-19.86165825]
2024-01-08,[12.4519509],"[[4.61778635e-01]
 [1.79244838e-04]
 [1.23078835e+03]]",-57.94436641588256,[-4.68060393e-01 -1.79244838e-04 -1.23078835e+03],[-6.28175742e-03 -1.02172990e-13 -4.54747351e-13],[-0.00628176],[4845.15740741],[30.43610349],[-15.05631203]
2024-01-09,[8.4],"[[4.61366553e-01]
 [1.81194002e-04]
 [1.22994753e+03]]",-57.07085021557552,[-4.67775740e-01 -1.81194002e-04 -1.22994753e+03],[-6.40918659e-03 -5.10982939e-13 -2.27373675e-13],[-0.00640919],[4836.2962963],[30.99672535],[-17.67412487]
2024-01-10,[9.25],"[[4.67235506e-01]
 [1.80894830e-04]
 [1.23652026e+03]]",-61.232664279062156,[-4.73058653e-01 -1.80894830e-04 -1.23652026e+03],[-5.82314756e-03 -1.18628008e-13 -4.54747351e-13],[-0.00582315],[4868.07407407],[28.34751365],[-23.63515063]
2024-01-11,[8.7],"[[4.65480489e-01]
 [1.81478183e-04]
 [1.23054276e+03]]",-62.89873099774175,[-4.69759686e-01 -1.81478183e-04 -1.23054276e+03],[-4.27919756e-03 -1.35425633e-13 -6.82121026e-13],[-0.0042792],[4859.14814815],[20.7932549],[-33.40547609]
2024-01-12,[8.75],"[[4.65838679e-01]
 [1.81681316e-04]
 [1.22774807e+03]]",-62.99234919992274,[-4.70033029e-01 -1.81681316e-04 -1.22774807e+03],[-4.19435032e-03 -5.86412429e-15  2.27373675e-13],[-0.00419435],[4861.68518519],[20.39161082],[-33.85073838]
2024-01-15,[9.],"[[4.65059547e-01]
 [1.83332076e-04]
 [1.21760190e+03]]",-60.85072033755727,[-4.65385881e-01 -1.83332076e-04 -1.21760190e+03],[-3.26334054e-04 -3.38464066e-14 -2.27373675e-13],[-0.00032633],[4865.25],[1.58769676],[-50.26302358]
2024-01-16,[8.15],"[[4.58938907e-01]
 [1.85027200e-04]
 [1.20552741e+03]]",-60.22527028407352,[-4.62076737e-01 -1.85027200e-04 -1.20552741e+03],[-3.13782976e-03 -6.68871425e-14 -2.27373675e-13],[-0.00313783],[4838.40740741],[15.18209877],[-36.89317151]
2024-01-17,[6.75],"[[4.53743834e-01]
 [1.86532713e-04]
 [1.19480819e+03]]",-56.615679700939836,[-4.56551699e-01 -1.86532713e-04 -1.19480819e+03],[-2.80786443e-03 -1.44772323e-13  6.82121026e-13],[-0.00280786],[4812.72222222],[13.51347152],[-36.35220818]
2024-01-18,[7.5],"[[4.62675944e-01]
 [1.86283680e-04]
 [1.20667212e+03]]",-59.15400872596446,[-4.65718181e-01 -1.86283680e-04 -1.20667212e+03],[-3.04223676e-03  2.93417444e-13  4.54747351e-13],[-0.00304224],[4859.64814815],[14.78420022],[-36.86980851]
2024-01-19,[12.],"[[4.72537645e-01]
 [1.84372083e-04]
 [1.21662513e+03]]",-73.04563924579058,[-4.74099803e-01 -1.84372083e-04 -1.21662513e+03],[-1.56215822e-03  1.63706939e-14 -6.82121026e-13],[-0.00156216],[4916.4537037],[7.68027859],[-53.36536066]
2024-01-22,[13.75],"[[4.73034357e-01]
 [1.85995974e-04]
 [1.20782783e+03]]",-77.63263739364808,[-4.73377425e-01 -1.85995974e-04 -1.20782783e+03],[-3.43067257e-04 -1.83289094e-13 -2.27373675e-13],[-0.00034307],[4929.75925926],[1.69123899],[-62.19139841]
2024-01-23,[13.],"[[4.77428906e-01]
 [1.86304977e-04]
 [1.21177044e+03]]",-73.50047924179171,[-4.78519127e-01 -1.86304977e-04 -1.21177044e+03],[-1.09022097e-03  3.23102358e-13  4.54747351e-13],[-0.00109022],[4950.12037037],[5.39672501],[-55.10375423]
2024-01-24,[16.5],"[[4.74653766e-01]
 [1.86786372e-04]
 [1.20335740e+03]]",-80.11244715687471,[-4.75158560e-01 -1.86786372e-04 -1.20335740e+03],[-5.04794471e-04 -1.48158422e-13 -6.82121026e-13],[-0.00050479],[4947.40740741],[2.49742391],[-61.11502325]
2024-01-25,[18.],"[[4.78753406e-01]
 [1.86100828e-04]
 [1.20496539e+03]]",-83.79011262239543,[-4.78426072e-01 -1.86100828e-04 -1.20496539e+03],[ 3.27334089e-04 -1.86862759e-13 -6.82121026e-13],[0.00032733],[4967.7962963],[-1.62612907],[-67.4162417]
2024-01-26,[17.],"[[4.77705820e-01]
 [1.87014341e-04]
 [1.20058338e+03]]",-84.85903993245486,[-4.76890590e-01 -1.87014340e-04 -1.20058338e+03],[ 8.15229686e-04  7.84303449e-14 -9.09494702e-13],[0.00081523],[4963.42592593],[-4.04633216],[-71.90537209]
2024-01-29,[21.75],"[[4.83152632e-01]
 [1.87832932e-04]
 [1.19754408e+03]]",-89.28234326477204,[-4.81280067e-01 -1.87832932e-04 -1.19754408e+03],[ 1.87256451e-03 -1.90165673e-13 -4.54747351e-13],[0.00187256],[5001.98148148],[-9.36653301],[-76.89887628]
2024-01-30,[22.5],"[[4.79540681e-01]
 [1.88731035e-04]
 [1.18876390e+03]]",-91.16482493565482,[-4.77410992e-01 -1.88731035e-04 -1.18876390e+03],[ 2.12968863e-03 -1.65183161e-13  4.54747351e-13],[0.00212969],[4989.09259259],[-10.62521377],[-79.29003871]
2024-01-31,[14.5],"[[4.67071033e-01]
 [1.92071183e-04]
 [1.16999668e+03]]",-80.29876303999818,[-4.64804641e-01 -1.92071183e-04 -1.16999668e+03],[ 2.26639168e-03  3.98676860e-14 -4.54747351e-13],[0.00226639],[4923.57407407],[-11.15874731],[-76.95751035]
2024-02-01,[22.],"[[4.76029393e-01]
 [1.91732689e-04]
 [1.17882744e+03]]",-85.52362197284718,[-4.73371128e-01 -1.91732689e-04 -1.17882744e+03],[2.65826464e-03 1.97048053e-14 0.00000000e+00],[0.00265826],[4981.56481481],[-13.24231761],[-76.76593959]
2024-02-02,[28.],"[[4.84748640e-01]
 [1.90613612e-04]
 [1.18599755e+03]]",-96.26556402505653,[-4.82628382e-01 -1.90613612e-04 -1.18599755e+03],[ 2.12025826e-03 -1.81146764e-13  2.27373675e-13],[0.00212026],[5029.2037037],[-10.66321068],[-78.92877471]
2024-02-05,[22.5],"[[4.80500516e-01]
 [1.93942692e-04]
 [1.17157064e+03]]",-94.54071590626214,[-4.75551382e-01 -1.93942692e-04 -1.17157064e+03],[ 4.94913416e-03 -1.08397097e-13  6.82121026e-13],[0.00494913],[5009.39814815],[-24.79218352],[-96.83289942]
2024-02-06,[22.5],"[[4.82558974e-01]
 [1.94754961e-04]
 [1.17135438e+03]]",-90.68978934388053,[-4.77938029e-01 -1.94754961e-04 -1.17135438e+03],[4.62094515e-03 2.26764977e-13 0.00000000e+00],[0.00462095],[5021.27777778],[-23.20304921],[-91.39283856]
2024-02-07,[30.5],"[[4.90271401e-01]
 [1.93834505e-04]
 [1.17624559e+03]]",-102.75876462792375,[-4.84684672e-01 -1.93834505e-04 -1.17624559e+03],[ 5.58672835e-03 -6.53232080e-14  2.27373675e-13],[0.00558673],[5066.83333333],[-28.30702141],[-100.56578604]
2024-02-08,[30.],"[[4.90312929e-01]
 [1.93970447e-04]
 [1.17220266e+03]]",-102.46981856886143,[-4.84357589e-01 -1.93970447e-04 -1.17220266e+03],[5.95533962e-03 2.08331751e-13 4.54747351e-13],[0.00595534],[5066.16666667],[-30.17074309],[-102.64056166]
2024-02-09,[36.75],"[[4.94774686e-01]
 [1.93362246e-04]
 [1.17264112e+03]]",-112.08406648360695,[-4.87762184e-01 -1.93362246e-04 -1.17264112e+03],[ 7.01250234e-03 -2.09544567e-13 -2.27373675e-13],[0.0070125],[5094.12037037],[-35.72253101],[-111.0565975]
2024-02-12,[39.5],"[[4.91381883e-01]
 [1.95624623e-04]
 [1.15669438e+03]]",-113.66522400508019,[-4.82577727e-01 -1.95624623e-04 -1.15669438e+03],[ 8.80415650e-03  1.03424132e-13 -2.27373675e-13],[0.00880416],[5087.73148148],[-44.79318419],[-118.95840819]
2024-02-13,[24.25],"[[4.77894570e-01]
 [2.00116197e-04]
 [1.13988610e+03]]",-95.30073677625893,[-4.69098457e-01 -2.00116197e-04 -1.13988610e+03],[ 8.79611252e-03  2.17647081e-14 -4.54747351e-13],[0.00879611],[5017.39814815],[-44.13359866],[-115.18433544]
2024-02-14,[32.],"[[4.88371262e-01]
 [1.98738667e-04]
 [1.14781975e+03]]",-100.46028321553337,[-4.78706609e-01 -1.98738667e-04 -1.14781975e+03],[9.66465254e-03 1.01453026e-13 6.82121026e-13],[0.00966465],[5071.94444444],[-49.01858076],[-117.47886397]
2024-02-15,[37.5],"[[4.94128488e-01]
 [1.97895573e-04]
 [1.14967356e+03]]",-111.63251037164261,[-4.83533039e-01 -1.97895574e-04 -1.14967356e+03],[ 1.05954491e-02 -8.25050477e-14  0.00000000e+00],[0.01059545],[5102.2962963],[-54.06112058],[-128.19363095]
2024-02-16,[31.5],"[[4.86714977e-01]
 [2.00547082e-04]
 [1.13847688e+03]]",-104.60902834675935,[-4.76074024e-01 -2.00547082e-04 -1.13847688e+03],[ 1.06409531e-02 -9.35745893e-14  2.27373675e-13],[0.01064095],[5068.18518519],[-53.93032105],[-127.0393494]
2024-02-19,[32.25],"[[4.85183859e-01]
 [2.03035112e-04]
 [1.12517464e+03]]",-89.8324491511651,[-4.76026869e-01 -2.03035112e-04 -1.12517464e+03],[ 9.15699012e-03 -7.80641827e-15 -4.54747351e-13],[0.00915699],[5068.22222222],[-46.4096608],[-103.99210995]
2024-02-20,[26.25],"[[4.80079475e-01]
 [2.04847641e-04]
 [1.11627080e+03]]",-95.80956103378787,[-4.65737452e-01 -2.04847641e-04 -1.11627080e+03],[ 1.43420229e-02 -3.90284593e-14 -6.82121026e-13],[0.01434202],[5041.82407407],[-72.30995642],[-141.86951745]
2024-02-21,[25.25],"[[4.87724572e-01]
 [2.04676730e-04]
 [1.12202084e+03]]",-98.13531113509742,[-4.71355191e-01 -2.04676730e-04 -1.12202084e+03],[ 1.63693807e-02 -2.95863323e-14  6.82121026e-13],[0.01636938],[5073.25925926],[-83.04611211],[-155.93142324]
2024-02-22,[48.5],"[[5.01241766e-01]
 [2.01630157e-04]
 [1.12888038e+03]]",-121.61413731522941,[-4.85724886e-01 -2.01630157e-04 -1.12888038e+03],[ 1.55168806e-02 -7.90113688e-14  4.54747351e-13],[0.01551688],[5152.92592593],[-79.95733617],[-153.07147348]
2024-02-23,[47.25],"[[5.00651279e-01]
 [2.02686939e-04]
 [1.12453575e+03]]",-125.22748594800521,[-4.83342504e-01 -2.02686939e-04 -1.12453575e+03],[ 1.73087754e-02 -1.63619931e-13  0.00000000e+00],[0.01730878],[5151.08333333],[-89.15894474],[-167.13643069]
2024-02-26,[40.75],"[[4.96545503e-01]
 [2.06135622e-04]
 [1.10906722e+03]]",-122.80801296268129,[-4.74635606e-01 -2.06135622e-04 -1.10906722e+03],[2.19098962e-02 1.00327732e-14 2.27373675e-13],[0.0219099],[5133.18518519],[-112.4675546],[-194.52556756]
2024-02-27,[41.25],"[[4.98780342e-01]
 [2.06734801e-04]
 [1.10748515e+03]]",-113.56653289722823,[-4.76874097e-01 -2.06734800e-04 -1.10748515e+03],[2.19062447e-02 4.87872004e-14 0.00000000e+00],[0.02190624],[5144.30555556],[-112.69241626],[-185.00894915]
2024-02-28,[36.75],"[[4.95067013e-01]
 [2.08561367e-04]
 [1.10025865e+03]]",-114.36614926646337,[-4.71749187e-01 -2.08561367e-04 -1.10025865e+03],[2.33178262e-02 1.14689074e-14 4.54747351e-13],[0.02331783],[5127.33333333],[-119.55826769],[-197.17441695]
2024-02-29,[42.75],"[[5.01886919e-01]
 [2.07007665e-04]
 [1.10166700e+03]]",-109.92346375283913,[-4.78191299e-01 -2.07007665e-04 -1.10166700e+03],[2.36956205e-02 4.34874305e-14 2.27373675e-13],[0.02369562],[5158.88888889],[-122.24307318],[-189.41653693]
2024-03-01,[54.25],"[[5.08515872e-01]
 [2.05662534e-04]
 [1.10203461e+03]]",-127.65058387648851,[-4.82887256e-01 -2.05662534e-04 -1.10203461e+03],[ 2.56286166e-02 -3.89059173e-14  2.27373675e-13],[0.02562862],[5195.08333333],[-133.14279879],[-206.54338266]
2024-03-04,[52.75],"[[5.05838001e-01]
 [2.10044567e-04]
 [1.08760091e+03]]",-130.56310198113553,[-4.74353898e-01 -2.10044567e-04 -1.08760091e+03],[ 3.14841025e-02 -1.26202488e-14 -2.27373675e-13],[0.0314841],[5190.33333333],[-163.41298678],[-241.22608876]
2024-03-05,[40.],"[[4.95698278e-01]
 [2.13847223e-04]
 [1.07546415e+03]]",-120.92693767413228,[-4.61043019e-01 -2.13847223e-04 -1.07546415e+03],[ 3.46552590e-02  4.85887101e-14 -2.27373675e-13],[0.03465526],[5143.37037037],[-178.24483251],[-259.17177018]
2024-03-06,[48.],"[[4.98152540e-01]
 [2.13729003e-04]
 [1.07217607e+03]]",-112.84980697385714,[-4.63122162e-01 -2.13729003e-04 -1.07217607e+03],[ 3.50303779e-02 -6.89129472e-14  0.00000000e+00],[0.03503038],[5160.87037037],[-180.7872392],[-245.63704617]
2024-03-07,[65.],"[[5.09263564e-01]
 [2.11488178e-04]
 [1.07582684e+03]]",-133.88151229921883,[-4.71423566e-01 -2.11488178e-04 -1.07582684e+03],[ 3.78399982e-02 -7.03813093e-14  4.54747351e-13],[0.03784],[5216.80555556],[-197.40391293],[-266.28542523]
2024-03-08,[55.],"[[5.03454162e-01]
 [2.14119581e-04]
 [1.06748907e+03]]",-132.3510589271694,[-5.18315445e-01 -2.14119581e-04 -1.06748907e+03],[-1.48612832e-02  7.61784570e-14 -4.54747351e-13],[-0.01486128],[5189.05555556],[77.11602396],[-0.23503497]
2024-03-11,[54.],"[[5.02680219e-01]
 [2.17846427e-04]
 [1.05397495e+03]]",-120.78997912123539,[-5.18843706e-01 -2.17846427e-04 -1.05397495e+03],[-1.61634861e-02 -1.20182916e-13  2.27373675e-13],[-0.01616349],[5191.02777778],[83.90510546],[17.11512634]
